Token,Item Name,Variation Name,SKU,Description,Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (kg),Shipping Enabled,Self-Serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Arrow Wood Games Inc.,New Quantity Arrow Wood Games Inc.,Stock Alert Enabled Arrow Wood Games Inc.,Stock Alert Count Arrow Wood Games Inc.,Tax - PST (7%)
ID2WQCZJ22ZK4LIKBBHLU4EZ,"1000 pcs, At the Hairdressers, JVH",,363910P,,Puzzles,,,,8710126200704,hidden,Physical,,,,,,29.99,,N,,,N,,,15.00,Autruche,,0,,,,Y
572F35WZKE6N2MAH2VERF2QM,"1000 pcs, Australian Habitat",,365189L,,Puzzles,,,,4001689298708,hidden,Physical,,,,,,28.99,,N,,,N,,,14.25,Autruche,,0,,,,Y
V6NHC6AHVHC47X2MMZFCAAH6,"1000 pcs, Autumn on the Farm",,580549G,,Puzzles,,,,8710126112748,hidden,Physical,,,,,,21.99,,N,,,N,,,10.75,Autruche,,0,,,,Y
H33CC5LLQIYINXSVWTI6W3ZD,"1000 pcs, Berlin Quest",,3554050,,Puzzles,,,,4001689299156,hidden,Physical,,,,,,28.99,,N,,,N,,,14.25,Autruche,,0,,,,Y
PFCPK72QIS5GCA5VDPDPPR3S,"1000 pcs, Bird Paradise",,R869714,,Puzzles,,,,4001689299576,hidden,Physical,,,,,,28.99,,N,,,N,,,14.25,Autruche,,0,,,,Y
D2GELNHFUD4Z2GT4NJTZKQ2V,"1000 pcs, Building Noah's Arc",,Y449835,,Puzzles,,,,8710126188545,hidden,Physical,,,,,,25.99,,N,,,N,,,13.00,Autruche,,0,,,,Y
WTQCIROLJRX2Y4VALHPWUVBJ,"1000 pcs, By Day, Romantic Town",,4513055,,Puzzles,,,,4001689298746,hidden,Physical,,,,,,28.99,,N,,,N,,,14.25,Autruche,,0,,,,Y
IU2IKIZIASOYGPXBBYBTVQ4R,"1000 pcs, Canal Boats",,7732337,,Puzzles,,,,8710126188552,hidden,Physical,,,,,,25.95,,N,,,N,,,13.00,Autruche,,0,,,,Y
Y6QJAJJKEIJBLEUB64VIB7IM,"1000 pcs, Cat Horoscope",,7809094,,Puzzles,,,,8710126188538,hidden,Physical,,,,,,25.95,,N,,,N,,,13.00,Autruche,,0,,,,Y
PJ7PUSXN5LWRWZG4MRRJWAZE,"1000 pcs, Christmas Conservatory",,K944200,,Puzzles,,,,8710126112755,hidden,Physical,,,,,,21.95,,N,,,N,,,10.75,Autruche,,0,,,,Y
